y,z,w,o,b,c
-0.04344546906377422,0.02888213650792911,0.02888213650792911,0.0002583134928287671,0.4397458614055821,1.4990766901586237
0.040189270502800044,0.10510639406602007,0.10510639406602007,0.022834010288906633,0.577352895492836,1.4966931152370224
-0.019521322588826495,0.06981062965333307,0.06981062965333307,0.010143232086818117,0.5353768204675006,1.4623155386082307
-0.055509568082833034,-0.026956756974752857,-0.026956756974752857,-0.008518343591108656,0.3301918637812674,1.3474077283345727
-0.008066440789592146,-0.047321483472311826,-0.047321483472311826,0.6082512116879605,0.6973648510867666,1.2876727341225596
-0.1033574124282179,-0.027805212772972307,-0.027805212772972307,0.5202890479361935,0.401275511705562,1.367626286683784
-0.08641401475659743,0.034010767587617535,0.034010767587617535,0.38903557267056144,0.34760334475314364,1.276419911398887
-0.14519356355091412,-0.11079185828240898,-0.11079185828240898,0.26301862487420874,0.36154199547891364,1.384205525102998
-0.09591457279659378,-0.025876923726383803,-0.025876923726383803,0.5653153463072406,0.4897955329629794,1.3634066935245681
-0.10866171088792195,0.025257416113372077,0.025257416113372077,0.4140999125034274,0.43608225578944043,1.339056423004115
-0.18864675529526487,-0.10065741636088482,-0.10065741636088482,0.34729040391413174,0.2769052697313341,1.1949847421318873
-0.09430367014335642,0.039819669600105516,0.039819669600105516,0.404666757022255,0.5350897846020084,1.1603346342768215
-0.05255585336137572,-0.012331622961392731,-0.012331622961392731,0.39739635159424364,0.2927114412887766,1.1339105471457915
-0.21472134355163722,-0.058965667436442507,-0.058965667436442507,0.6746098108892141,0.5655775325768599,1.1104348868208789
-0.13284865703467647,-0.035764021514719704,-0.035764021514719704,0.14135994687242445,0.6445503058331958,1.1999082262574685
0.007628224454203556,-0.04558411303542788,-0.04558411303542788,0.4688734411552446,0.5500624698824008,1.1104643085257868
-0.08067247373849926,0.08007257057448394,0.08007257057448394,0.6723135235241932,0.5575509357571147,1.1523881654698112
-0.06556778392422768,-0.06821954264181362,-0.06821954264181362,0.05771496166536435,0.7305622233984074,1.1468270456545415
0.05835608436626488,0.05986014039040474,0.05986014039040474,0.5337770289455319,0.5930362462249891,1.1269288054397704
-0.040583773697367986,0.010012870521437796,0.010012870521437796,0.1691121261898173,0.35550978797905863,1.09151955933629
-0.03031033699466505,-0.06762921007287419,-0.06762921007287419,0.5725847679280827,0.5898040034176256,1.135189355141886
0.19841868755122502,0.1388483630038739,0.1388483630038739,0.5112466500618408,0.6807384858138016,1.1488529678029564
0.08713747928540963,0.0662690863410817,0.0662690863410817,0.28189170262493213,0.49582162325924284,1.1740219281109088
0.06349001132587033,0.059769886804383054,0.059769886804383054,0.6143443245368418,0.45789986474147526,1.1740743669809006
0.19837331002324782,0.2412519350493817,0.2412519350493817,0.6291175305122191,0.6873985245660789,1.2348805548992536
0.26276218330865336,0.2639224325810913,0.2639224325810913,0.29086942694879475,0.6293303798589324,1.2300483970580403
0.22653975731983447,0.22652925448388475,0.22652925448388475,0.6035106221948079,0.4626788664850897,1.239038886942646
0.285951139864446,0.3715160208008619,0.3715160208008619,0.4590368524694861,0.71460007949873,1.1943766637819369
0.28684602171578516,0.3917230710113779,0.3917230710113779,0.4514686624176137,0.866534571392294,1.2509885225866673
0.38376051918974585,0.5362854929993836,0.5362854929993836,0.6967874672354343,0.47387802439712684,1.28865221995822
0.41690477348671995,0.6852917115056163,0.6852917115056163,0.5452534965481438,0.8113467382250364,1.2560633671348702
