0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1.9446983,1.6147385,1.2117958,1.1902199,1.6516571,2.2386703,2.1058464,1.9306984,2.134533,1.5745125,2.9119072,2.167385,2.0431328,0.98334503,1.7328644,1.9468613,2.1462479,1.6565094,1.7516327,1.4671631,2.2182274,2.402214,2.1218758,2.0087547,1.3192863
2.0253792,1.3768616,1.4485512,0.88171387,1.8119316,2.1859818,2.151226,1.3833389,1.500927,1.8168983,2.7776794,2.3696327,1.9045448,2.1367874,1.5044708,2.2260666,1.9800339,3.4387932,2.7712173,2.3331757,2.1795807,2.847847,2.64505,1.9612045,2.2656822
2.0167618,1.6547165,1.3104172,0.80303574,1.6937065,1.8279076,1.5641594,1.6100845,1.9231377,1.6491127,1.8501053,2.244152,1.6585236,1.3292465,1.9508057,2.3467636,2.0674782,2.3508644,2.1732445,1.9315491,1.7795944,2.4318352,2.427658,1.6673851,2.2682686
1.2682953,0.6805496,0.5095215,0.5284805,0.8577461,2.5019722,1.5253334,3.5547256,1.3380775,1.3143349,1.306469,1.1794624,1.0149269,0.82767487,0.95028687,1.4022446,1.5919342,1.130333,1.1576118,1.4918747,1.4074326,1.4076996,1.6819077,1.006485,1.4379921
2.8347626,1.903408,1.425602,1.4092674,2.2463226,2.1181374,1.5561447,1.6250877,3.5829659,2.6169624,1.9718437,2.8599968,1.3524361,1.1246376,2.3515701,1.3605652,1.934185,2.3782158,2.6487656,2.4530487,1.3512306,2.0418205,1.5772858,1.531208,2.0303192
2.0930328,1.474823,1.7146759,1.3140793,1.5335808,2.0503998,1.5941582,1.2108612,1.6335983,1.8392448,1.9838791,2.0485573,13.225014,1.6413956,1.7369041,1.918766,2.544983,1.9578323,1.6903839,1.5785065,7.072487,2.0561714,1.8910904,1.7004128,1.7659149
2.686737,3.5550346,1.8204079,1.3061714,2.4047813,2.73798,2.7088318,3.8392372,2.7265358,2.4070969,3.1329803,3.0437927,1.3384056,2.1629257,3.1330566,3.1626282,2.5398598,2.1495361,2.3574524,2.5150566,1.6727142,2.0045662,2.1506577,1.5573883,1.7109642
2.946991,3.3955994,2.290947,1.1641159,2.041401,3.1246338,3.6062698,3.3534622,3.155651,3.174881,2.8289223,2.9230003,1.4875145,8.44083,2.5058289,2.275795,2.4830933,12.653961,3.3351707,2.9880486,2.3908157,2.8194237,2.883854,1.9987755,2.5736809
2.6201591,2.4451256,1.8721542,2.291481,2.365036,2.1768608,1.9322166,2.1801147,2.6672363,2.5450401,2.6914673,3.167202,1.6044579,1.778244,2.3369598,2.0675774,2.6796837,1.9307404,3.0006256,2.3637695,2.3688393,2.7002373,2.5907402,9.275684,1.9909897
2.1072197,2.1065674,2.1477814,3.2495842,2.1962013,2.1030998,2.2267685,1.8277397,1.662365,2.0697556,2.8025284,2.5220108,1.6280441,1.6086731,1.961052,2.1348,2.50531,1.97155,2.1750221,1.9560776,2.1501884,2.116722,2.2998695,19.722767,1.7897301
2.464775,1.4847107,1.9727402,1.8238144,1.6648827,2.2404633,2.25,1.8333588,1.4049149,1.7147789,3.9693565,2.3815155,0.99269867,1.2787323,0.70583344,2.1935463,24.84438,1.2274475,1.2455177,1.0830345,1.6743469,1.5987587,1.5897026,0.718029,1.1625404
1.4875679,1.0114479,1.147934,0.8359947,1.2122154,1.3819084,1.2328491,1.1346664,1.665596,1.6938477,1.4204292,1.5640945,0.6910057,1.1826248,1.5957909,1.2400322,1.7454185,1.5696831,1.4512482,1.4233284,1.1261559,1.2652779,1.4762497,1.2705116,0.9735832
1.0066986,0.94509506,0.98511887,0.77822876,0.8453789,0.9839554,0.80215454,0.82863617,1.2606354,1.0334663,1.080101,1.241272,1.0941505,0.74163055,1.258812,0.85508347,1.2810097,1.2057114,0.87688446,1.1390724,1.4079857,1.0892754,0.95189667,1.3793488,0.6491165
1.5095596,1.8104935,1.1208725,0.75362396,1.2802773,9.080349,3.9420204,3.726944,1.7867012,1.6141396,1.9335213,1.6800995,5.578026,0.753212,1.6097527,2.249855,1.9576683,1.7525368,2.1058502,2.0721245,2.2039795,2.2794685,2.094635,1.5573921,2.3392715
3.1778755,2.3762321,2.3349838,28.748352,3.0032196,3.0007324,2.3309555,2.6417542,2.8629494,3.3181152,3.4795265,3.0928879,1.9021072,2.0062943,2.2291107,14.3051605,2.1942558,2.389164,2.487465,2.205761,1.7903023,2.1392708,2.6652908,2.3519325,2.104538
2.1374931,1.6385193,2.0525436,1.5242004,1.8992615,2.538639,2.575508,1.8379288,2.557064,2.1366653,3.0145378,2.8095512,2.1417084,10.084881,2.3207626,2.1321373,2.4339447,2.1959076,2.0579643,1.6771393,2.3526192,2.4042664,2.152916,2.0827942,1.5397301
2.0818405,1.1501427,0.8853798,0.9640274,1.4555206,1.3997307,1.7879219,1.2195663,1.7819824,1.6452942,2.0145721,2.1040802,1.6842003,1.1582642,1.6897812,1.9436951,2.3388977,1.4189339,1.5801659,1.6477547,1.6609001,1.8922691,1.8303871,1.4393845,1.6404953
2.2078094,18.504555,1.8717155,2.1285515,2.051857,3.6023483,8.521194,21.597038,2.2777557,2.349224,2.9679337,2.8519402,1.8149261,1.889946,2.1748657,12.26268,2.6751785,2.3028412,2.6024628,3.0766678,2.5788918,3.1108742,2.9402962,2.4244804,2.2522812
1.9270973,1.2479668,1.9584389,3.9673233,1.6414185,1.377346,1.8586235,1.5597382,2.2170105,2.181591,1.7210503,2.063675,1.1230049,2.1623,1.9359245,1.7907486,1.6386566,1.4353294,2.1086159,1.4498901,1.4388084,1.7767944,1.8825226,2.135807,2.168888
2.516945,2.2884521,47.747158,2.1803513,1.9528275,2.53051,2.2887344,2.3593903,2.886139,2.8153114,2.5385094,3.0363998,2.1613998,1.2950554,2.455841,2.5760345,2.4048157,2.7885666,3.2199707,2.3124619,2.5177002,2.7767525,2.6568565,1.9664078,2.374588
2.6292038,3.1257591,1.9103928,1.4520721,2.307232,4.2102814,3.1295357,2.4445648,3.073986,2.51408,4.759804,3.9762878,2.73563,1.8559074,2.20718,3.0583763,3.5108337,3.3700142,3.1439285,2.7223015,4.548931,3.7965202,3.3477936,2.766735,2.4711304
3.80085,3.1603546,2.3986626,4.4361534,3.9950256,3.928257,3.3547516,2.8125114,3.6041565,3.794674,4.8099823,4.763012,3.6100044,3.933548,3.4289894,4.0261574,3.8924599,3.117237,3.386078,2.8105278,3.1262474,3.7640953,3.5337982,3.6032753,3.1541405
1.789505,2.4516716,2.525444,3.557045,2.1691246,2.0307198,2.3477669,2.8848267,2.9999428,2.9923973,2.9257355,2.7056885,27.098602,3.1039314,2.844471,2.9924355,3.2285652,2.7328568,3.397049,3.4312057,3.188591,3.5184402,2.7949905,3.2772102,3.3118896
1.1313667,1.256855,1.2685661,2.5830002,1.1622124,1.053482,0.8010483,0.89858246,1.0952454,1.1581116,0.9322891,1.0391846,0.8112488,2.2827415,0.9276886,0.7306824,0.56995773,0.68572617,0.8046837,0.88155746,0.71875,0.85814285,0.8012924,0.66150284,0.85482025
3.010437,3.0666084,2.8926468,35.319637,3.189045,2.6454887,2.8333702,2.8103561,3.5121765,3.4134254,3.204895,3.5663948,6.376644,33.47748,2.968876,4.730339,2.6263924,2.9326324,3.136898,3.134491,2.8418999,3.5203972,3.2653732,1.8455276,2.5191078
