0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.15390387,0.1492052,0.14545833,0.64631206,0.15573575,0.16252367,0.15551446,0.16541226,0.1662105,0.14866385,0.15209192,0.11862875,0.18297146,0.15314122,0.14008452,0.15426904,0.13431993,0.1533626,0.14654359,0.1251663,0.15418899,0.15133283,0.1418655,0.14635152,0.1412443
0.15633024,0.13731888,0.16935283,0.16199619,0.14713474,0.13873303,0.14181612,0.15098801,0.12878054,0.15134177,0.14682621,0.14102273,0.15040617,0.1540842,0.11664845,0.14916459,0.1595653,0.14747341,0.14713028,0.14932527,0.14131728,0.13851367,0.13915437,0.15094484,0.14272709
0.2562597,0.22510119,0.22489208,0.1675146,0.2513427,0.20662928,0.17871253,0.24929674,0.18078902,0.20755538,0.18579689,0.18099011,0.18903695,0.2026829,0.17695835,0.19796807,0.18486883,0.20293999,0.15835813,0.17379293,0.17728998,0.15953062,0.1470353,0.18560728,0.17019646
0.16912664,0.17391643,0.15921786,0.14537421,0.1535011,0.16040303,0.14210102,0.16945542,0.26014546,0.17156619,0.14503953,0.15434946,0.272318,0.15031715,0.1362023,0.1427214,0.15248565,0.14277805,0.13817342,0.12059651,0.13893759,0.13661228,0.1126512,0.13428703,0.119311966
0.20977017,0.19614862,0.19491576,0.12969792,0.20618805,0.2011859,0.18324482,0.19598868,0.16174772,0.19092374,0.16075625,0.18515094,0.16459884,0.181286,0.13525346,0.17613685,0.16248544,0.18169032,0.1572062,0.15112805,0.16811374,0.16453196,0.13354744,0.1849713,0.18589869
0.18041335,0.19662674,0.16575748,0.13566194,0.17109852,0.17956686,0.1630169,0.17136976,0.14658096,0.1611705,0.1761446,0.14894369,0.15600643,0.16525728,0.10272291,0.1786767,0.16231488,0.14233175,0.15206951,0.13300733,0.16655622,0.16219753,0.14966975,0.14016174,0.14769337
0.231068,0.24933603,0.25036854,0.15892176,0.24391,0.17046392,0.24752373,0.247653,0.15900236,0.19595201,0.22784457,0.22943352,0.20738538,0.21256697,0.15893224,0.2204843,0.20995972,0.20096235,0.3591442,0.30761498,0.19439286,0.3288154,0.16384462,0.21462516,0.18358357
0.16269858,0.15361455,0.16102712,0.1278241,0.18491788,0.14161094,0.13074635,0.14686103,0.12266673,0.14860837,0.13242641,0.1486113,0.13799474,0.16203904,0.12701336,0.16022164,0.13011898,0.16626929,0.15318994,0.13221331,0.16252345,0.1455433,0.14109796,0.17886491,0.1752307
0.072811864,0.104675606,0.10069648,0.12370086,0.09687982,0.088664256,0.092630796,0.08339287,0.21527702,0.11310708,0.08801494,0.0833283,0.10830524,0.094150364,0.14954971,0.093885854,0.08707207,0.106263116,0.10419258,0.10566772,0.11236866,0.0991736,0.08990887,0.117618926,0.10188028
0.20066045,0.19117242,0.17641963,0.15865897,0.20103271,0.16647753,0.1749056,0.18015128,0.15082015,0.20536806,0.16875191,0.17363498,0.1610031,0.16686194,0.13667807,0.16077644,0.15644239,0.1426825,0.16242692,0.15750305,0.14649577,0.13593711,0.15287633,0.16163233,0.17603463
0.18478459,0.15982968,0.15619072,0.11053777,0.14642915,0.17098112,0.16503645,0.16512896,0.13457024,0.16312538,0.16859034,0.15753943,0.16415094,0.16203192,0.14224161,0.19544773,0.1964563,0.15524073,0.1322269,0.13499114,0.2083686,0.17862053,0.23125531,0.15959942,0.14321138
0.16888589,0.17728107,0.16759469,0.16145438,0.16521765,0.30461156,0.1906313,0.15686114,0.32537162,0.1666441,0.16135938,0.18848535,0.14230469,0.1751006,0.107933015,0.15460089,0.13702993,0.14928962,0.19788727,0.18715557,0.1442457,0.16918765,0.13148516,0.13912012,0.14465281
0.1293224,0.15171103,0.13857694,0.1496684,0.14886819,0.11917005,0.13231608,0.15678136,0.14981422,0.14127629,0.12099027,0.13787216,0.13508533,0.14704351,0.13039078,0.12356428,0.12640715,0.13503796,0.121771336,0.12921779,0.1251399,0.1152608,0.099348135,0.14774585,0.13655864
0.14952554,0.17581578,0.15619862,0.11225314,0.16142988,0.16590582,0.13673896,0.186851,0.11170809,0.18271446,0.14233933,0.14982983,0.1462645,0.15821156,0.10925767,0.15401132,0.16652592,0.15582637,0.14515449,0.11851555,0.14986858,0.1360747,0.10662151,0.16812535,0.1468594
0.1545521,0.137326,0.14026034,0.13428122,0.13744481,0.13044894,0.12824647,0.14651552,0.13205744,0.148659,0.14010581,0.1378898,0.1317893,0.14468412,0.10913067,0.16375124,0.25116187,0.13474968,0.13147488,0.12305706,0.1368071,0.121181995,0.10701497,0.12674631,0.11488043
0.18957618,0.18199441,0.1934832,0.12245907,0.16645536,0.17963858,0.14607823,0.16386007,0.12821123,0.16035429,0.45924354,0.16486925,0.18071006,0.18135402,0.17400764,0.18429922,0.17185512,0.1691731,0.14386685,0.39247218,0.1910656,0.16746697,0.28101084,0.16673252,0.15619162
0.18807912,0.17681783,0.1741411,0.1492118,0.17181014,0.18621612,0.15805665,0.18355592,0.153105,0.18621576,0.16928792,0.15993786,0.16136925,0.18352036,0.13339494,0.18586929,0.16463153,0.18086089,0.17049488,0.14760533,0.18432763,0.16496949,0.15323448,0.1771561,0.15663828
0.13305707,0.15442549,0.17348266,0.13630342,0.13768785,0.1388882,0.12967965,0.16496198,0.114949904,0.15794949,0.13183147,0.14363842,0.15551084,0.16750385,0.10519507,0.16349518,0.13888147,0.16992852,0.14555258,0.13727912,0.1581509,0.15429595,0.13412309,0.17129259,0.17241256
0.15854645,0.1712087,0.16163842,0.10489168,0.15633972,0.19139104,0.34458685,0.16007249,0.18099718,0.1463091,0.14892459,0.3485028,0.13900824,0.14808246,0.20954013,0.15425302,0.13646755,0.14940737,0.20371474,0.13803081,0.13851981,0.17213841,0.14279707,0.14831059,0.13047665
0.12266513,0.11725302,0.12566186,0.12034734,0.12627308,0.12155413,0.14361109,0.13316384,0.13655417,0.13548191,0.1263304,0.14492801,0.1392314,0.1290711,0.31720972,0.14116964,0.13806222,0.12568161,0.1534691,0.14213295,0.1597455,0.17609303,0.28705275,0.16926299,0.17076631
0.20502795,0.23159508,0.19784036,0.17691389,0.18677507,0.23557805,0.21677351,0.22214782,0.16576323,0.19373013,0.21026179,0.19674447,0.21204467,0.20039074,0.14786915,0.22615394,0.20607351,0.17157197,0.17879784,0.23232166,0.253291,0.22117056,0.18254426,0.20158228,0.2057374
0.16831836,0.16258703,0.16878703,0.14701456,0.16560544,0.15529253,0.21269259,0.1774374,0.10877084,0.1745773,0.1679113,0.21512172,0.17446938,0.18910357,0.2021145,0.19646627,0.16912909,0.17320357,0.17641799,0.15247132,0.19696599,0.20256871,0.16840006,0.21885887,0.22991115
0.13506924,0.12793039,0.15344629,0.124283396,0.11910129,0.12695524,0.12615556,0.15048344,0.12681367,0.13917613,0.1321401,0.1389358,0.1442497,0.13186917,0.118497096,0.12477519,0.15687333,0.23384432,0.120103054,0.12148218,0.12768123,0.124649905,0.110814914,0.1219301,0.11777654
0.19907847,0.18827443,0.19623563,0.18540733,0.20745581,0.1907557,0.1345793,0.20088564,0.1809508,0.2119217,0.19028252,0.16925058,0.20469196,0.21267743,0.2978882,0.19166733,0.2130615,0.17673923,0.18249635,0.19552138,0.179703,0.18134035,0.12787569,0.21411899,0.19638847
0.14629653,0.16343464,0.14605865,0.16925803,0.17785464,0.14291057,0.13978498,0.16497141,0.13386929,0.15584958,0.12106611,0.12224692,0.13458271,0.15488032,0.15343812,0.13484915,0.10796673,0.111343965,0.13421135,0.13133621,0.10957451,0.11540832,0.10901044,0.13418892,0.14579073
