0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1.6113892,2.1324425,2.4088478,1.4515724,0.88344955,1.7285919,1.8020897,1.5473633,1.2330704,1.9019661,1.7197571,1.5876656,1.4354095,1.5279541,1.049614,1.5509224,1.7908707,30.110764,1.4019432,1.7618294,1.6958237,1.7103996,1.5119286,1.3880653,1.3636398
1.4158096,1.8801498,2.7015839,3.159687,0.9663811,1.6869812,1.5169792,1.4816208,1.161686,1.1061172,1.6047783,1.796318,1.4410973,2.035675,1.3226051,2.0417404,1.5983658,12.137077,1.9514427,2.062378,9.035358,1.5925789,1.6171379,3.0862198,1.7483711
1.0845795,0.7834892,13.705814,1.8596725,0.9747009,1.2224236,1.0476379,1.0978012,1.33535,1.3395195,1.095726,1.2343903,1.5389824,3.3888512,1.1101875,1.056076,1.1501961,2.0878067,0.95420074,0.75390625,1.0613403,0.89388657,1.3097992,11.461521,1.4085121
1.0967941,1.5634727,1.9109955,0.8699913,0.837307,1.2892303,1.215519,1.2230644,1.0816193,0.9490509,1.4257164,1.3296623,1.3684807,0.92549133,1.1852798,1.6325569,1.378685,2.4133759,1.9500427,0.98127365,1.8872757,1.4241562,1.0700417,1.8868675,1.0494652
1.9331551,1.6382637,1.3767052,0.88681793,0.9700203,2.1046562,1.9245872,2.0332794,1.3856277,1.2235184,2.093193,2.030117,1.8020248,1.3466072,1.4083214,1.7000122,2.1321793,1.1964264,1.6048584,1.4264221,1.6692162,1.8055573,1.8876343,1.3352165,1.4011078
1.5918617,1.2974396,1.3880577,0.8240547,0.77095795,1.8820381,1.8991318,2.0576744,1.8603668,1.1722794,2.1833763,2.32555,2.0446205,0.83992386,23.63453,20.198547,2.0460548,2.1555748,1.6683388,2.7106857,3.1434288,1.7780914,1.8566933,2.5480423,2.264206
2.903492,1.7509613,1.6802368,3.0302277,1.9047241,2.2992973,3.2589226,3.1130562,2.2096672,1.7242317,2.4329338,2.7792473,2.2370796,1.6656456,1.5812798,1.8627739,2.5343971,1.802784,2.2268028,1.5109406,1.2823563,1.863102,2.0252342,1.194767,1.3624802
1.8858414,24.8596,31.933704,7.202896,1.6469154,1.85923,2.2817764,2.059826,1.6261024,2.1586533,2.124195,2.408039,2.0714111,2.1692314,1.8295937,2.4104347,2.0915604,2.2829514,27.589458,1.924221,1.9250641,2.1984978,1.8947678,3.1432533,2.122715
1.7173882,1.6040573,1.7163353,1.4169807,1.5653801,1.8314743,1.9636688,2.1340027,1.5438423,1.362072,2.270691,2.4098396,2.0606918,2.0536118,4.3231163,4.5934334,2.619297,1.2079964,2.553402,1.8424263,2.403061,2.520111,2.0738907,2.3131866,2.2259827
1.2980003,1.2533722,1.1499939,1.3373413,17.810787,1.1890907,1.2365341,1.5740547,1.3658333,1.2449188,1.6944275,1.5708427,1.394764,1.4305916,1.5657539,1.5811119,1.5570602,1.1095657,1.3138771,1.3163567,1.3789864,1.3663788,1.248539,1.2525291,1.4800034
2.8683128,2.2944717,0.9427147,1.4062347,1.697113,1.6888199,3.29673,2.5589027,1.2162132,14.01487,4.2064857,2.4804611,2.4901848,1.7283401,1.5881157,1.4429207,2.3338356,1.5566902,1.1846848,28.821701,2.5272331,1.9850845,1.4895096,1.1708145,0.82767487
1.8505554,27.469646,1.1239853,1.61026,1.1345253,1.3808632,1.4661751,1.6371193,1.6322746,1.6058273,1.810051,1.1846428,1.4776764,1.1125679,1.5663185,1.4554329,1.4711418,3.2963486,1.6924477,1.6703987,2.0027199,1.5060387,1.600132,2.0299988,0.8552437
1.8987656,2.144188,2.0060806,1.3351479,1.110775,2.3282928,1.912529,2.1171303,1.8763924,1.27705,2.2868843,2.6136742,1.941822,1.6191444,1.2026672,1.9887428,2.4019241,2.334526,2.2487602,2.1095657,2.4708328,2.3805504,1.7426186,1.8702011,1.9637794
1.297924,0.7878151,1.0008392,0.97153854,0.8814392,0.972126,1.2566414,1.0038223,1.0033417,0.7433052,1.274456,1.4598618,1.5796967,0.81705093,1.0801086,1.2859039,1.1855736,0.5815239,1.208561,1.557785,0.6276245,0.7658539,0.53369904,1.0133743,1.15242
1.4353485,0.8789902,0.8735008,1.0159492,0.8425789,1.6251717,1.6655998,1.390213,1.3808174,0.9877701,1.3659172,1.4406052,1.2504234,1.3563347,1.3558464,1.368309,1.6594009,0.9107437,1.3339119,1.2748604,11.478134,1.0984459,1.125618,1.1601372,1.5063477
1.7044449,1.5107002,1.2436752,1.0627022,1.3660316,2.0986557,2.2585526,1.7563477,1.4419212,1.4528351,2.4128685,2.3507347,2.2880783,2.0465584,1.4721527,2.162735,2.1933937,1.6371536,1.8611526,2.1906166,3.1272697,2.4576187,1.7745819,1.5398064,1.4071846
1.7442207,1.425518,1.1480904,0.87649536,1.1497269,27.477642,2.342533,1.909317,43.18783,1.3673134,2.6964188,2.3145294,2.0581741,2.1717262,5.05814,5.2451897,2.6703262,1.6748085,1.8455086,2.0395775,2.4851494,2.5047417,1.7480087,2.6633415,1.9750786
1.6419716,1.3273659,1.2936668,1.2098846,1.07127,1.8470306,1.870739,1.5638542,1.5563164,1.7407761,1.9006081,2.040554,1.7195206,1.5794563,1.2877846,1.6197662,2.2134705,1.6486015,1.8495216,1.3935738,2.1965485,2.193695,1.7090454,1.5639687,1.5124741
1.7049179,1.6862411,1.8857536,32.82637,1.5674057,1.9576111,2.2936707,1.9665489,1.622097,1.3608704,2.242218,2.184578,2.0426445,1.3020706,1.4227638,1.8016663,1.5794601,2.264553,1.840725,1.0930634,3.172573,1.584156,1.7610741,2.163044,1.1576195
0.8256912,0.8507004,0.7252121,1.1464996,4.782646,1.1467323,1.1629181,1.2518463,1.0139961,30.947422,1.457962,1.3519135,1.3542061,1.0159874,1.0615921,1.272934,1.0951309,0.93608856,1.2931709,1.0177155,1.054657,1.1750183,1.1714783,1.4584885,1.0558853
2.3096428,2.338131,1.9294434,1.7213745,1.7256737,2.6456947,2.5867538,2.7155533,2.458046,1.535656,2.7456856,2.542591,2.2933655,2.2210426,3.0833054,2.6924934,2.651497,1.3776779,2.0383224,3.5286407,3.1341515,2.3572617,2.6268806,1.5359688,1.814621
4.9098015,3.959362,5.0894775,3.4918518,4.329838,4.9971504,5.5120773,5.293846,4.5174713,3.205326,5.88892,6.26651,4.506447,4.2968445,4.0314903,4.730999,5.9444427,4.5094604,5.18211,4.192108,4.5006294,5.2442474,4.2594185,5.1954193,4.3817635
1.6328278,1.3271675,1.2099419,1.1650772,1.0307732,1.555397,1.9844017,1.9267387,1.7479744,1.5430946,2.124218,2.1141167,2.0316658,2.6181984,2.2514381,2.3985481,2.015194,1.5466118,2.0505028,2.034851,2.3323784,2.6460457,13.141846,2.7242432,2.596634
2.3320656,1.9843788,2.7614899,1.744442,1.9608078,2.555462,2.1768875,3.1913757,2.4007683,2.4636803,2.8171196,3.163639,2.5040321,22.660221,1.8886795,2.223198,2.912922,3.7934875,1.9864731,2.286396,2.6331558,2.1773796,2.2949257,2.9308014,1.8656273
2.6606827,2.4955711,1.6998825,2.4199715,1.7953186,2.9291458,2.551525,2.2747765,2.271122,2.3542023,2.7906952,2.595459,2.8167114,2.8778229,1.9264145,2.6895638,2.5214005,2.7847977,2.4107437,2.3765182,1.7004318,2.7294617,2.0009384,2.570572,1.7388268
