0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.18177705,0.1942414,0.14922008,0.17535053,0.13605672,0.1943053,0.21665962,0.1352113,0.19092679,0.17244066,0.18984967,0.17105894,0.16807672,0.15412521,0.14761081,0.19475804,0.16454878,0.43040916,0.13732193,0.15699404,0.1705187,0.16820164,0.14072995,0.13159545,0.14101094
0.13863091,0.12617561,0.12514251,0.15071528,0.09346161,0.13950253,0.12197466,0.09925597,0.15048549,0.15533866,0.13036436,0.13078615,0.14647967,0.16670844,0.14434111,0.14830874,0.1270174,0.18096113,0.11377317,0.13280566,0.1283421,0.13305578,0.12208429,0.1400859,0.10533793
0.13181773,0.13351361,0.12178182,0.12384243,0.10686942,0.13413621,0.11232388,0.11197672,0.13302548,0.10940873,0.11334851,0.12147722,0.12722185,0.12370078,0.12840329,0.13325748,0.10597122,0.23225883,0.115707286,0.118016824,0.12077535,0.109998286,0.114888325,0.09429061,0.13900916
0.19831522,0.21211651,0.18281639,0.21457356,0.14676145,0.18877804,0.19402912,0.15105034,0.18225098,0.20326681,0.19112554,0.19096117,0.21539135,0.18632394,0.21619675,0.19290943,0.18280582,0.19196774,0.15901163,0.19085018,0.17774524,0.18854283,0.159742,0.15682413,0.16990069
0.20301154,0.21203102,0.19243927,0.19504482,0.19027545,0.1828403,0.18178666,0.16816524,0.21951647,0.20119794,0.20999525,0.18192606,0.20688854,0.17663237,0.1854772,0.20638219,0.15988071,0.15022764,0.17053272,0.18834043,0.19223715,0.19445625,0.17586525,0.182311,0.17351104
0.18420154,0.19709818,0.16231552,0.19064103,0.18943758,0.17508185,0.18251225,0.16974226,0.17802358,0.19032824,0.1958574,0.1930703,0.21365838,0.18556345,0.20503202,0.20168777,0.20941028,0.15368733,0.18166323,0.21441106,0.19852734,0.19868234,0.19383438,0.19754848,0.19346018
0.17339623,0.16640447,0.12939565,0.16023575,0.10246847,0.1603276,0.13886769,0.099178515,0.15606585,0.1287215,0.14133973,0.14162982,0.12969764,0.12817039,0.13867219,0.13303803,0.10067235,0.1424311,0.12228812,0.123304695,0.11822084,0.11782087,0.13161619,0.11023989,0.10229334
0.16563003,0.16232942,0.13123491,0.14631312,0.13709675,0.114003114,0.15313454,0.097137325,0.1325837,0.13667732,0.13952167,0.13685074,0.12995318,0.12134092,0.12375989,0.1360279,0.12931542,0.100209594,0.10270689,0.121654704,0.116256505,0.12060667,0.10793049,0.11623462,0.11641334
0.1530955,0.17130242,0.14634801,0.15256247,0.12415708,0.1475799,0.16956526,0.1601223,0.16456144,0.19179493,0.15807346,0.16097425,0.17199472,0.14063162,0.17902108,0.16496451,0.15680908,0.16194233,0.14205293,0.15873724,0.15271892,0.1688263,0.15420187,0.1517918,0.15732013
0.21534625,0.20879678,0.5939094,0.21213903,0.14623743,0.19333753,0.1735874,0.18489547,0.1864826,0.20020784,0.19248967,0.16821195,0.18158507,0.17166217,0.17836563,0.16388866,0.13381964,0.20221506,0.15673223,0.18005213,0.15276305,0.15994726,0.15210299,0.16191365,0.15804258
0.2125653,0.19458376,0.14797802,0.20022745,0.12628584,0.1914808,0.21801351,0.16000482,0.18556647,0.20929931,0.24234793,0.1967572,0.20062193,0.1665908,0.17675391,0.21722746,0.18244073,0.1888139,0.15609436,0.21045886,0.21800719,0.22205092,0.18231109,0.17999384,0.16556591
0.13760947,0.123789296,0.122721605,0.12866685,0.08418596,0.11177218,0.12929156,0.10838335,0.13222522,0.118744805,0.12246404,0.12809645,0.1368504,0.105852336,0.12942022,0.13673091,0.13129397,0.11104967,0.10066798,0.1350401,0.11452208,0.12194201,0.12560272,0.1051301,0.14265561
0.15640612,0.17007859,0.15978584,0.13301593,0.12844872,0.111641355,0.1489691,0.15344352,0.1458208,0.15541127,0.15522996,0.22745194,0.14657974,0.13142289,0.13795714,0.14838684,0.24785972,0.301165,0.12022146,0.13500984,0.15024427,0.14056313,0.13092904,0.3995624,0.11850574
0.12292937,0.15550908,0.09955477,0.13535795,0.10235973,0.10965526,0.10265993,0.3237601,0.13788044,0.12941062,0.11978451,0.08217401,0.14163429,0.10456463,0.13940851,0.10378918,0.08531024,0.09959264,0.091435924,0.123739734,0.10275102,0.09886754,0.09273494,0.103697434,0.101657175
0.18595012,0.17161876,0.13038789,0.19180803,0.525932,0.17383504,0.1522704,0.4929054,0.18664429,0.1833668,0.17465614,0.14695148,0.1747525,0.1632906,0.17795736,0.16784582,0.14238156,0.13101445,0.41632244,0.18457468,0.14342488,0.14993939,0.41623107,0.16733958,0.20385633
0.18915987,0.21179006,0.17834677,0.18133153,0.10020567,0.16700968,0.20193669,0.13733763,0.18957968,0.18386848,0.20548137,0.2082463,0.2161357,0.1528093,0.17449886,0.19476786,0.17107128,0.14093815,0.1396623,0.17048168,0.19448094,0.19733262,0.17729148,0.15410164,0.13940004
