0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2.629654,2.5540695,2.3696518,3.5984535,2.1630898,2.6462402,2.507122,2.5438347,2.7161636,2.0591316,2.9943314,2.8568878,2.7627678,2.7707634,2.2681274,2.9626732,1.9510078,2.8215675,2.4873772,2.2852364,2.9177933,3.4459534,2.7856636,1.7416344,2.0974884
0.9601135,0.56703186,0.63272476,1.4249344,0.5815697,0.97665787,1.0115967,11.652702,0.9869232,0.83958817,1.1355209,1.0602417,0.9230385,0.99435043,1.0082664,0.90208054,0.9288368,1.0845299,1.2533722,0.8459549,1.1209373,1.1721001,1.1364517,1.117321,1.0278473
2.9552498,1.928791,2.3121414,30.979218,2.6168709,2.295967,31.83081,1.7975044,37.50799,2.676197,2.304226,3.043274,1.3616142,1.5768585,3.1556168,2.8970222,1.4321976,2.2668076,2.146759,2.3073997,2.1439896,2.4684448,2.5660667,2.724846,1.9532013
4.267853,2.1539688,3.204197,2.650772,2.5634995,3.0910568,3.4478073,3.76643,3.4119835,3.5338402,3.0458832,3.1225357,13.604801,10.924324,2.868824,3.405819,1.8252563,3.278923,3.3561668,2.6513138,3.1196594,3.156273,2.7762184,2.6225853,2.799656
2.5135727,1.7915306,1.8330536,23.61906,2.0275383,2.6760178,2.1315765,1.6661606,1.8495827,2.2573586,2.5309448,2.9674683,3.3146896,2.3951073,1.8653488,2.3006248,1.4313812,2.6764336,2.715557,2.125286,2.1988258,1.7273293,2.078186,2.7916794,1.2150345
1.8776245,3.2716599,2.323143,3.0189934,1.9308357,2.7300339,2.99432,1.5791016,2.263855,1.9250641,2.6275368,2.618435,2.9123,33.00598,1.8325462,2.7906876,1.9735985,2.5747452,2.3656044,2.0917244,2.2924004,24.872417,2.78125,3.7024536,3.202446
2.5159607,1.9211235,1.8176231,1.214035,2.1280708,2.8049927,2.1851997,2.010437,2.0084038,2.3832169,2.8954506,3.290348,2.4591103,3.4233475,2.7881355,3.1499672,2.4698372,2.81147,2.8070335,2.171585,2.5447502,1.7201271,2.5186577,1.8445206,2.1198654
1.9111176,1.8693581,2.5806007,2.0584908,2.2387428,3.28273,2.4635315,2.4757652,2.1315956,2.1570587,3.0823135,3.2245102,2.5836296,2.2533226,2.6083183,3.2858925,2.2309647,3.0627708,3.0403786,2.5470161,2.9107208,2.8404884,2.9839973,2.108303,2.3902893
15.463512,1.4337769,1.6615982,1.9711494,1.4600868,1.6412086,1.7261429,1.4625053,1.4361191,1.6579742,1.8682251,1.5913124,3.5029564,2.6408882,1.4397888,1.7935181,1.3369637,1.4727783,2.0115814,1.9053078,1.6954079,1.720993,1.4789238,1.7808113,1.4176674
1.3022995,1.7555962,1.5428505,5.5325775,1.7116966,1.7836113,1.9118576,1.9091415,2.380104,1.7370567,1.8835602,1.8702927,2.083706,1.6670341,2.1417809,1.7236328,1.6723633,1.9238472,2.0383186,1.9246635,1.9592819,2.1275406,1.7554741,2.12191,1.6330833
2.375599,1.7273331,1.9933968,1.3321266,2.1246758,2.889843,1.6321754,1.2955704,1.5150337,1.9887428,3.847042,2.8162727,1.8913193,2.6581879,1.5642548,3.2674408,1.4808922,2.2378845,1.7515907,1.7045555,2.6674576,1.95784,1.4593925,1.7155571,1.2799644
1.8408508,5.277687,1.874382,1.8606415,1.5344467,1.9029617,1.8542175,1.5255127,1.8838425,1.8628769,2.3928375,2.03154,1.4704933,2.3177528,1.7000046,2.3546562,1.9997902,2.537136,2.1494217,1.8880196,2.2847404,2.3169823,1.9317513,1.7405281,19.691006
1.3981552,1.0017319,1.3065147,1.6276131,1.2889938,1.5407295,1.5758705,17.743233,1.7584457,1.7206497,1.5682144,1.5713577,1.5339165,1.6773491,1.4900246,1.9704742,1.4237251,1.8576508,1.7966537,1.9053497,1.9328346,4.373562,1.7623024,1.9883232,1.8234024
1.6555939,1.1940536,1.5526123,1.2034683,1.3005638,1.7916603,1.6416283,3.3937645,1.1124535,1.4444046,1.9723129,1.8994064,1.7329063,1.079876,1.6208229,1.8521309,2.1967697,1.8772545,1.804287,1.7887573,2.0119133,11.597008,1.9514236,1.4319344,1.3549919
1.3574791,1.0980377,1.9362907,1.2254105,2.2689323,1.9259644,1.6047745,1.1898041,1.8462601,1.9915161,1.6130524,2.1001434,1.7621002,1.3810768,2.012123,1.9474945,22.378555,1.9093475,1.8042259,1.5644073,1.3209915,1.2364769,1.7280693,1.6074181,1.3515892
1.8252296,2.1073036,3.0387268,1.4847374,2.5426102,3.0699196,2.0178604,1.5364342,2.062046,2.5165787,2.6204605,3.5152473,3.2127,1.8986473,2.5778198,2.5344887,1.7850609,2.859768,2.3204498,2.0687714,2.5792007,1.8684502,2.290676,1.8201027,2.0303726
1.0888367,0.6791916,0.9179764,0.79660416,1.2341309,1.1113853,1.0082474,0.8946724,1.2786598,1.2189522,1.0513306,1.2511482,1.1268501,1.0281792,1.1984863,1.5539856,1.3443832,1.4126358,1.4345818,1.2766533,1.0732307,1.0756874,1.2031517,0.8452072,0.89992523
1.550724,1.6827278,1.4868431,1.2542877,1.1090126,1.5139389,1.8615417,0.85682297,1.1772499,1.6476173,1.9348297,1.9008217,1.5377884,1.2808723,1.4973602,1.9615746,2.785408,1.8030396,1.9610634,1.4339638,1.951271,2.0826378,1.9862328,1.6596375,2.1449928
1.0792007,1.1829414,1.4179039,1.525959,1.3970299,1.0096245,1.2850685,0.96650314,1.2239113,1.138874,1.1861649,1.2394295,1.1277466,1.114788,1.4758682,1.1611557,2.5440254,1.4416656,1.5463066,0.89863205,1.2557068,0.95934296,1.4182625,1.4447136,1.0383415
1.9655571,1.8796501,2.138443,1.7156754,1.9634895,2.4625092,2.2247314,1.658741,1.7037354,2.607399,2.3842316,2.6473427,2.2120056,1.5799217,2.5832672,2.6460571,2.07893,2.6274261,2.617569,2.429924,2.9262695,2.1914482,2.507618,1.8893509,2.1593819
5.3660736,2.9834747,3.3206291,8.98222,3.0287857,6.5510826,6.580471,2.8012505,4.604496,3.461277,6.4048653,5.906395,4.413204,2.4892273,3.9922943,6.782963,3.569538,4.3589745,3.826313,3.8162155,7.087761,4.255207,16.440838,9.03978,2.4331627
2.2539139,2.076229,2.022663,1.4111099,2.2823448,2.3556786,2.1353645,2.5965347,2.2011375,1.9330215,2.683052,2.6959686,1.9510994,1.8783569,2.2558022,2.1599503,6.9467545,2.7044296,2.5549088,2.107563,2.6712036,3.1529884,3.077961,6.2304153,1.826004
1.623909,1.8006477,1.9393272,1.7098198,1.8410721,2.3488045,1.8436203,1.6805801,2.1459846,2.171791,2.376442,2.4645386,2.872261,2.8145218,2.2671852,2.4947128,3.7275276,2.5797997,3.0367203,2.5128021,3.1002388,2.7682228,2.5279465,2.6418839,2.6752548
1.8814278,2.340744,2.0467033,1.4626312,1.7665634,2.2647743,1.9502983,1.9014206,1.8550873,2.1342278,2.297844,2.4476051,1.6589165,2.2920418,2.7022972,2.6090508,9.735485,2.4674568,2.0695915,1.9827385,2.337223,2.249115,2.088688,2.2197227,1.8061142
2.6030617,30.281895,2.585865,2.1181145,2.7516594,3.368206,3.3612595,3.7571678,3.0915527,2.965458,3.3963394,3.8748856,3.1482353,3.3528175,2.5998764,3.6500282,3.6190338,3.4971657,3.1557808,3.3303986,3.361496,3.2403069,2.97929,2.7895775,2.6770668
