0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1.9437485,1.641674,1.3559227,48.78512,1.4638405,1.9650955,1.7112389,1.9591637,5.5849457,1.4901924,2.493206,1.5378494,5.9155655,1.7567215,1.6379547,1.9851036,1.6985741,2.0907593,1.4688377,1.8688164,1.7163811,1.6517258,1.1169586,1.2839012,1.1636086
1.9878769,1.3055153,2.166401,3.1748428,1.2100334,2.0257416,1.7108421,1.7049026,1.9356194,1.6800079,2.2649574,1.7402802,2.3871841,1.5936089,1.1383934,2.2827187,2.5706291,1.7904663,2.9567833,2.9998436,2.0545387,2.2834053,2.3589287,2.106289,2.053543
3.8613396,3.0981064,2.8457565,1.8047943,4.004978,3.3194313,2.7312546,4.2531967,2.4742546,3.0669327,3.1309357,3.5838165,3.2665596,3.3359146,2.3464317,4.0668373,3.6210632,4.0613213,2.8299751,3.031227,3.2272835,2.8663063,2.0227852,3.6699905,2.9309006
2.3869247,2.677925,2.8205643,2.1635246,1.9208641,2.6043015,2.1241798,2.6128807,11.558033,2.5513687,2.5495567,2.63163,13.440552,2.3057137,1.7425728,2.6107635,2.6984482,2.322235,2.2795792,1.8278465,2.5999985,2.3676033,1.8840103,2.3877373,1.7250328
2.5018806,2.4289093,1.9692917,1.5734711,2.6109924,2.2458382,1.9559212,2.7554054,1.6064949,2.3984795,1.9222603,2.2526817,1.8400269,2.2534866,1.3344688,2.2498207,1.9156952,2.5004082,1.6807327,1.3232613,1.9955406,1.8098106,1.3258896,2.9635773,1.8923874
1.6189194,1.4613762,1.931694,2.1261978,1.4352684,2.1048317,1.7993317,1.7819023,3.1579742,1.490448,2.4548454,1.9134941,1.7910995,1.7514763,1.0734329,2.5141563,1.6828423,1.5832367,1.5997391,2.2891426,1.7817879,1.945858,1.578022,2.072525,1.5308533
1.8640251,1.9582825,2.300766,1.5575867,2.0453453,2.76157,5.060463,2.7023506,3.9502945,1.5261803,2.2142067,4.4721794,1.8418846,1.9853592,1.7720947,2.1387978,2.1685677,2.0011864,22.627445,16.997246,1.919796,16.92369,1.9331512,2.1480217,1.8892097
1.7317314,1.5912781,1.7261047,1.2594986,1.7679749,1.9247017,1.3678856,1.6609917,1.0995636,1.522747,1.641407,2.2027664,1.6677666,1.6043358,1.1225281,2.484501,1.491684,1.5666618,1.9263687,1.2759666,2.5619812,2.004795,1.5626144,2.582981,2.2480888
0.5353508,0.68427277,0.82073593,0.6566658,0.6534958,0.70667267,0.7685127,0.6046562,8.295235,0.88617325,0.852726,0.71084213,0.7732506,0.894001,3.2727814,0.99608994,1.189148,1.3677597,1.0489006,0.71092606,0.98036575,0.9129448,0.7994499,0.850647,0.7479744
1.7008896,1.6967239,1.4766998,2.1049843,1.9341164,1.8297844,2.0665817,1.8932533,1.5634689,2.0650673,1.9575958,2.3944092,1.5484886,2.0748634,1.7154884,1.96418,1.5957947,1.0622101,1.870884,1.1563644,2.0713997,1.6031227,1.8450508,1.645401,1.7176895
2.3394089,1.3344879,1.4879532,1.4055023,1.2581673,1.7510834,2.6818542,1.6934395,1.1691399,1.76334,1.2096481,2.0733871,1.3817596,1.3926926,2.6037102,2.6580887,1.6097679,2.0728378,1.0403557,1.8473701,2.023861,1.570427,10.424229,1.2405891,1.3083153
