0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2.0065498,1.6927719,1.4042435,0.95168304,1.533802,2.4173965,2.2786217,1.8072891,2.0488434,1.69384,3.038559,2.33115,2.3058052,1.0679817,1.9704247,2.0376892,2.4939537,1.9627304,2.0185738,1.9840775,2.374096,2.7129326,2.3196716,2.4362335,1.5380135
1.7668648,1.3095284,1.0945396,0.8101959,1.2917824,2.0236282,1.695549,1.3718071,1.4212723,1.6923676,2.6517181,2.103939,1.7771378,2.191784,1.3527031,2.200138,1.8061829,3.4121895,2.66222,1.7537651,2.3283997,2.7092285,2.6533852,2.0931625,2.291851
1.8378181,1.4865723,1.2159767,0.754879,1.4234886,1.5871506,1.2458572,1.3699989,1.6905556,1.4353638,1.8054924,2.0181046,1.5219116,0.947731,1.9109459,2.4741669,1.81287,2.0729103,1.692173,1.5350456,1.7160492,2.0252228,2.1541862,1.446949,2.191639
1.0824432,0.6020317,0.5301361,0.5966873,0.8797951,2.2963448,1.4761429,3.4063416,1.0981522,1.1823158,1.2215118,1.1343536,0.82567215,0.8429756,0.94353867,0.99510956,1.5373268,1.0274429,1.1339417,1.3401909,1.268547,1.3581085,1.4156952,1.0385818,1.3021469
2.6136856,1.5694122,1.2691994,1.2081337,1.8379517,1.7755356,1.2782974,1.2661514,2.8965912,2.4119568,2.014286,2.4590607,1.0150375,0.89608765,1.9636192,1.3227081,1.5479927,1.7312431,2.5767517,2.2891731,1.0491486,1.8335686,1.2012482,1.437294,1.7405052
2.3291245,1.744606,1.8789635,1.1280022,1.6401901,2.4191513,1.9185143,1.3270073,1.6772995,1.8383827,2.2636948,2.193184,13.688976,1.488842,1.923523,2.0430984,2.5665817,1.7509613,1.808651,1.3737717,6.936695,2.1335983,2.0620346,1.8151131,1.7648468
2.4316597,3.049553,1.8120537,1.2729988,2.473713,2.448742,2.8926582,3.073597,2.752781,2.3047829,2.8511238,2.740078,1.449501,1.9216957,3.0206146,3.054306,2.705494,2.0374565,2.1314087,2.497734,1.5270348,2.2922974,2.0667229,1.8676109,1.9901581
2.8877296,3.3077202,2.1843147,1.3053818,2.2415009,2.9811554,3.3958626,3.167305,2.9413872,3.2810974,2.928856,3.1644135,1.6644325,8.454254,2.6261978,2.326805,2.4102402,12.798328,2.9578247,2.8296776,2.3899765,2.7518425,2.6614876,1.9647064,2.4139748
2.0814857,2.0257797,1.8414917,1.9104805,1.8506737,1.672226,1.5155563,1.6982841,2.266243,2.2985039,2.2501183,2.535019,1.3771324,1.6702461,1.9481316,1.9630508,2.2298164,1.7167664,2.420185,2.245964,2.146244,2.196804,2.076233,8.980862,1.5737343
2.291813,2.2338982,2.412178,3.259529,2.5447197,2.4732323,2.4069939,2.068077,1.9121284,2.5582542,3.0771828,2.8901253,1.6610718,1.3132668,2.192936,2.3691673,2.6453552,2.248455,2.3116226,1.8642159,2.2859612,2.168621,2.3736496,20.612995,2.0610008
2.3752136,1.5294304,1.8538666,1.9259834,1.6290169,2.1259804,2.1227493,1.657135,1.2543602,1.3638153,3.9432755,2.3642464,1.0029182,0.9971695,0.8158684,1.9843254,26.329872,1.0904617,1.294342,0.8604355,1.7413101,1.4244499,1.5805511,0.6860695,0.95456696
1.441227,0.8318901,1.1565895,0.75955963,0.9326515,1.0478477,1.1242027,0.9793663,1.4356194,1.3339424,1.2112389,1.4091644,0.6484299,0.9798317,1.2252464,1.0980415,1.4886208,1.4544029,1.2045555,0.9796524,1.0208893,1.049427,1.2219162,1.1826744,0.8365326
0.87018204,0.79006195,0.99489975,0.66030884,0.7073784,0.9513321,0.75689316,0.67126465,0.97214127,0.843071,0.9893112,1.1286087,1.1364326,0.505867,1.1161423,0.7578964,0.9884224,1.054718,0.7838898,1.0585213,1.2211838,0.88729095,0.901268,1.2852821,0.5884361
1.3341255,1.7456627,1.1841087,0.5454178,1.1921158,8.8602295,3.9978905,3.731224,1.7095184,1.4248123,2.0193596,1.8528633,5.488125,0.5452385,1.733532,2.2536926,2.1819115,1.6297073,2.1844902,2.1985397,2.5311165,2.7300072,2.2130394,1.7269211,2.563839
2.428215,2.088787,1.9387817,28.401314,2.346531,2.6181946,1.6790009,2.1148262,2.2425919,2.9004974,3.1894493,2.716648,1.6960487,2.2207222,2.080555,15.5459175,2.1250648,2.2408562,2.3217888,2.158741,1.9508171,2.1098175,2.453453,2.1468925,1.9510956
2.0622292,1.6358795,2.2695389,1.4169731,1.9333572,2.1668282,2.2907295,1.6823769,2.564148,2.0244446,3.0742798,2.7788773,1.9560242,10.3656845,2.2285995,1.771492,2.7239952,2.1369896,2.0875626,1.8055153,2.4848785,2.6505547,2.606266,2.2023354,1.7071762
2.0221596,1.2516251,1.020134,0.78292084,1.5539894,1.2697372,1.635788,1.0895767,1.8174553,1.3838959,2.3458023,2.4623146,1.6698837,0.9822197,1.8637428,2.0501823,2.8807983,1.6723022,1.8832932,1.6050949,1.8528442,2.1934662,2.0185852,1.5110359,1.9096413
1.7258263,19.06226,1.6919098,1.6467628,1.69907,3.0614777,8.480701,22.405067,1.6687431,1.7968369,2.3896828,2.6330185,1.7296982,1.767189,1.8403893,12.607388,2.5308647,2.1264267,2.1831856,2.5483704,2.2997055,2.6072197,2.4392433,2.3474045,1.787384
2.025051,1.222271,2.1107178,3.964985,1.836853,1.436264,1.87117,1.6039848,1.9636879,2.1556396,2.1392288,2.1763763,1.0836945,2.1522446,2.1204605,1.8241348,1.7592278,1.4985542,2.2026672,1.7660599,1.7052193,1.8853798,2.2034607,2.257164,2.2111206
2.4123497,1.829956,48.39072,2.208622,2.1337128,2.0959435,2.045845,2.2840195,2.6354027,2.6072388,2.5689926,2.8183289,2.2759628,1.5293655,2.5346107,2.5304146,2.3550835,2.856926,3.264244,2.5153465,2.337944,2.5239563,2.5384026,1.8538399,2.3120613
2.1592674,2.5626106,1.4629097,1.1811714,1.8052559,3.6901855,2.512413,1.7809639,2.2263832,1.7717285,4.000595,3.3059845,2.802105,1.6601334,1.8754387,2.34943,3.2730637,2.8436508,2.3867188,1.8973007,3.2760925,2.7212563,2.7673683,2.3435173,1.7508583
3.9569397,3.7494888,2.9720268,4.0536385,4.4832497,4.324795,3.6215057,3.071087,4.175003,4.0759315,5.498558,5.3460045,4.299694,3.3992577,4.2748947,4.683033,4.2724075,3.7057915,4.1656494,3.0493774,4.002182,4.391453,4.3610497,4.1637154,3.7351112
