y,z,w,o,b,c
-0.1923019665251904,-0.1207263575665496,-0.1207263575665496,-0.0308384995803106,0.3630925210301962,1.1821549822390274
-0.1572536518409192,-0.1208348754425496,-0.1208348754425496,-0.0198376560837688,0.4188326891819737,1.2450569310523285
-0.1235912467556245,0.0573098852801212,0.0573098852801212,-0.0188164102287162,0.2305636207272789,1.1910461434403854
-0.2355697193419931,-0.0399131875474455,-0.0399131875474455,0.035127890897209,0.5695984467273086,1.2335206344424148
-0.2554908146887021,-0.0810032342579444,-0.0810032342579444,0.4873807151779806,0.3894981530478253,1.2842152586699127
-0.1309657847142062,-0.058755750050696,-0.058755750050696,0.6819127943936982,0.2187550798430663,1.1517882943094166
-0.1961699566945526,-0.0928003394929988,-0.0928003394929988,0.6012906171786355,0.5595823266416329,1.2467935094621203
-0.3432612559352499,-0.0963473181448242,-0.0963473181448242,0.5428592859086747,0.3571268600432994,1.2399451385730025
-0.2635336586239453,-0.0739638598165931,-0.0739638598165931,0.500836805113738,0.2997649256222626,1.1929600017368904
-0.1728925825292035,-0.0590220577633862,-0.0590220577633862,0.7100144072803292,0.4341677212688357,1.2634172446540204
-0.2654686138529726,-0.0440581321946736,-0.0440581321946736,0.6376188207114134,0.4560492871839437,1.291063620186205
-0.374606787182163,-0.2805077828149344,-0.2805077828149344,0.3695093608929052,0.4323008055131531,1.307258698163969
-0.2886482545423319,-0.1215136644526,-0.1215136644526,0.7103164098176218,0.6694236655167036,1.4464859328023387
-0.3069329828149094,-0.0883174769491538,-0.0883174769491538,0.5655749713964532,0.371909680629725,1.514831719765913
-0.3464336419625768,-0.1169782384533695,-0.1169782384533695,0.3787115394071312,0.7409366195748057,1.4845467541220194
-0.3301286976660738,-0.1828679601097958,-0.1828679601097958,0.484180106218751,0.818563420515689,1.6019508276876406
-0.397811717682077,-0.3589984903824504,-0.3589984903824504,0.6269314524000817,0.665929746678041,1.536230447945125
-0.3598488528401278,-0.3920939716214882,-0.3920939716214882,0.573306994372727,0.8184736199096966,1.5145619486445498
-0.3502425212354227,-0.209622965874178,-0.209622965874178,0.2798703097823556,0.5840796052664343,1.5827944634067566
-0.423160935249639,-0.2671919874618388,-0.2671919874618388,0.409776729313943,0.7848642182657923,1.6098877815097483
-0.485018763515208,-0.3857430162325242,-0.3857430162325242,0.6080225219267311,0.7133601701696577,1.5837409028492964
-0.3740236046757763,-0.3210292335143085,-0.3210292335143085,0.5052564594871296,0.7776247560390387,1.5920530155725294
-0.4557006992181333,-0.5337004930045953,-0.5337004930045953,0.3631950951145911,0.8363702088095432,1.61616025130393
-0.4974283269087839,-0.618161780045825,-0.618161780045825,0.4002865757820194,0.6360796574415758,1.4870671714195938
-0.4448465099165309,-0.59106237767056,-0.59106237767056,0.1463478324553723,0.8736441795634177,1.562236144060828
-0.4777315462423209,-0.5178423602317698,-0.5178423602317698,0.4981024265056523,0.8324652729579777,1.6221183174770517
-0.5490235108738256,-0.5156975744635101,-0.5156975744635101,0.3966132287382025,0.6532721479915824,1.5450023968965485
-0.5383666376841382,-0.7012044657206288,-0.7012044657206288,0.1666900407514055,0.8091095946137885,1.5300965359815446
-0.5376426885825007,-0.5193764434905874,-0.5193764434905874,0.2833520925323872,1.210003792683152,1.5403334868642602
-0.5052874141583168,-0.3428341602564011,-0.3428341602564011,0.2942046583289717,0.827938790583179,1.506519056204277
