y,z,w,o,b,c
-0.0434454690637742,0.0288821365079291,0.0288821365079291,0.0002583134928287,0.4397458614055821,1.4990766901586237
0.0401892705028,0.10510639406602,0.10510639406602,0.0228340102889066,0.577352895492836,1.4966931152370224
-0.0195213225888264,0.069810629653333,0.069810629653333,0.0101432320868181,0.5353768204675006,1.4623155386082307
-0.055509568082833,-0.0269567569747528,-0.0269567569747528,-0.0085183435911086,0.3301918637812674,1.347407728334573
-0.0080664407895921,-0.0473214834723118,-0.0473214834723118,0.6082512116879605,0.6973648510867666,1.2876727341225596
-0.1033574124282179,-0.0278052127729723,-0.0278052127729723,0.5202890479361935,0.401275511705562,1.367626286683784
-0.0864140147565974,0.0340107675876175,0.0340107675876175,0.3890355726705614,0.3476033447531436,1.276419911398887
-0.1451935635509141,-0.1107918582824089,-0.1107918582824089,0.2630186248742087,0.3615419954789136,1.384205525102998
-0.0959145727965937,-0.0258769237263838,-0.0258769237263838,0.5653153463072406,0.4897955329629794,1.363406693524568
-0.1086617108879219,0.025257416113372,0.025257416113372,0.4140999125034274,0.4360822557894404,1.339056423004115
-0.1886467552952648,-0.1006574163608848,-0.1006574163608848,0.3472904039141317,0.2769052697313341,1.194984742131887
-0.0943036701433564,0.0398196696001055,0.0398196696001055,0.404666757022255,0.5350897846020084,1.1603346342768217
-0.0525558533613757,-0.0123316229613927,-0.0123316229613927,0.3973963515942436,0.2927114412887766,1.1339105471457915
-0.2147213435516372,-0.0589656674364425,-0.0589656674364425,0.6746098108892141,0.5655775325768599,1.1104348868208789
-0.1328486570346764,-0.0357640215147197,-0.0357640215147197,0.1413599468724244,0.6445503058331958,1.1999082262574683
0.0076282244542035,-0.0455841130354278,-0.0455841130354278,0.4688734411552446,0.5500624698824008,1.1104643085257868
-0.0806724737384992,0.0800725705744839,0.0800725705744839,0.6723135235241932,0.5575509357571147,1.1523881654698112
-0.0655677839242276,-0.0682195426418136,-0.0682195426418136,0.0577149616653643,0.7305622233984074,1.1468270456545415
0.0583560843662648,0.0598601403904047,0.0598601403904047,0.5337770289455319,0.5930362462249891,1.1269288054397704
-0.0405837736973679,0.0100128705214377,0.0100128705214377,0.1691121261898173,0.3555097879790586,1.09151955933629
-0.030310336994665,-0.0676292100728741,-0.0676292100728741,0.5725847679280827,0.5898040034176256,1.135189355141886
0.198418687551225,0.1388483630038739,0.1388483630038739,0.5112466500618408,0.6807384858138016,1.1488529678029564
0.0871374792854096,0.0662690863410817,0.0662690863410817,0.2818917026249321,0.4958216232592428,1.1740219281109088
0.0634900113258703,0.059769886804383,0.059769886804383,0.6143443245368418,0.4578998647414752,1.1740743669809006
0.1983733100232478,0.2412519350493817,0.2412519350493817,0.6291175305122191,0.6873985245660789,1.2348805548992536
0.2627621833086533,0.2639224325810913,0.2639224325810913,0.2908694269487947,0.6293303798589324,1.2300483970580405
0.2265397573198344,0.2265292544838847,0.2265292544838847,0.6035106221948079,0.4626788664850897,1.239038886942646
0.285951139864446,0.3715160208008619,0.3715160208008619,0.4590368524694861,0.71460007949873,1.1943766637819369
0.2868460217157851,0.3917230710113779,0.3917230710113779,0.4514686624176137,0.866534571392294,1.2509885225866673
0.3837605191897458,0.5362854929993836,0.5362854929993836,0.6967874672354343,0.4738780243971268,1.28865221995822
0.4169047734867199,0.6852917115056163,0.6852917115056163,0.5452534965481438,0.8113467382250364,1.2560633671348702
0.3390176290727069,0.3033411391302929,0.3033411391302929,0.2100401181529569,0.722127867162594,1.4107255630758242
0.4626608129002928,0.2970559314690247,0.2970559314690247,0.5814700948696999,0.5722638116542643,1.3145641462358817
0.5325104466501226,0.5776651845103271,0.5776651845103271,0.6385472537398017,0.8327391940651245,1.4172050814790436
