y,z,w,o,b,c
0.5180331284760537,0.951148878816295,0.951148878816295,0.0028340719314002,0.2436476720987436,0.2088515961565564
0.5477702487205229,1.2073341813792315,1.2073341813792315,0.0140274316073684,-0.1320023944380846,0.1410590726207809
0.5161010671486346,1.0531196506655465,1.0531196506655465,0.0349470976829939,0.0782433990201172,0.3874193456749188
0.6049847462147484,1.033904579317209,1.033904579317209,0.0101145140591284,-0.0030681184186786,0.4243794217727058
0.6324579715407292,0.9956138135755052,0.9956138135755052,0.1152759040636949,0.0940086679350938,0.2744825065257615
0.5839875240267172,0.708001458544816,0.708001458544816,0.3563357731176629,0.0376568596079227,0.6378499147346011
0.7120127179787482,1.0245015681266958,1.0245015681266958,0.5661354951628482,0.0837873893957922,0.5833692856520656
0.6817736153525764,1.2725691925698577,1.2725691925698577,0.2817343609723871,0.2314981044114096,0.6409739439049762
0.5710811280856299,0.7749782416083706,0.7749782416083706,0.4560968292292185,0.1814207928072629,0.6004449441101721
0.7309142150885637,1.47589848860754,1.47589848860754,0.3435809057085388,0.0495914081106745,0.6081582679982646
0.6790427532295784,0.9724255279009903,0.9724255279009903,0.5523898862615703,0.1492675090865484,0.6449388777277646
0.6723629159580157,0.7109990693376935,0.7109990693376935,0.3798509216327256,0.2132982516142723,0.7222448538546844
0.7222256799094404,1.0353067053132183,1.0353067053132183,0.3782132332520665,0.0799618238005776,0.6537266016171055
0.7113466668830032,0.7677356358423021,0.7677356358423021,0.4845401878455958,0.213230246773321,0.6250014888526912
0.6761467624766964,0.7897833940717289,0.7897833940717289,0.2745634016185229,0.2557913602130137,0.6757666096108831
0.626379400972947,0.5928679115582767,0.5928679115582767,0.4792390981882373,0.0164829774078824,0.6748003625360757
0.6850076156727753,0.7533050320185353,0.7533050320185353,0.5138862951515764,0.1881346823969606,0.679179726984594
0.6676384427734678,0.3440061860698961,0.3440061860698961,0.2453253784601542,0.1060376198924839,0.6971124964715887
0.5768481360365378,0.1788142361049204,0.1788142361049204,0.7863928132710827,0.3395822548318137,0.698988509511093
0.6210323419114956,0.2746541357209387,0.2746541357209387,0.2004070109172968,0.1091312427409117,0.6172976261073185
0.582249578576937,0.1038480318689484,0.1038480318689484,0.5614745814249358,0.1715857296276821,0.5572262799322459
0.5070677794539566,0.2097447569610434,0.2097447569610434,0.6141137209232991,0.1716269355335665,0.5903024485383132
0.4791094390420454,0.1972956262287472,0.1972956262287472,0.3078065536694325,0.2458102625103715,0.5112555538476501
0.4432327899742418,0.0720684231280817,0.0720684231280817,0.7243624976072189,0.0782153840671824,0.4164976389253642
0.4507588466592874,0.0546685051881631,0.0546685051881631,0.5104629895039063,0.1916220082597574,0.208922197241216
0.4170524279667609,0.0975116704354188,0.0975116704354188,0.6746346169566234,0.1080785996562074,0.3688878426120912
0.3299710684544274,-0.0397552025261245,-0.0397552025261245,0.6104636608843086,0.0822114335629426,0.2998132264493323
0.3194492568433004,0.0495037542374246,0.0495037542374246,0.6362454928194563,0.2297390586054367,0.3847741581745355
0.3585022273047333,0.0975912144372639,0.0975912144372639,0.6146313660279069,0.1769232943850607,0.4695266379858809
0.1818310219525722,0.0777970652578891,0.0777970652578891,0.5823156496024718,-0.0563193135544427,0.4291986059510514
0.1403126211823941,0.0604710505948376,0.0604710505948376,0.4312687973026285,0.399318300393666,0.4597599253914753
0.212728794422585,-0.0530753469378401,-0.0530753469378401,0.7844840489374476,0.0286727051595099,0.5660310153149615
0.2170017719402598,0.040103435438308,0.040103435438308,0.4880126900437136,0.3312906240632495,0.3724708932373953
0.0378115664360364,-0.0120764526801984,-0.0120764526801984,0.6325003761073853,0.0242777754595458,0.6108907223221189
