y,z,w,o,b,c
0.4744851202778206,0.7574550579672228,0.7574550579672228,0.0372236430603059,-0.2156262281668198,0.6352270405891066
0.59033490800262,1.0394990843971896,1.0394990843971896,0.0001295113269237,-0.2969177433580636,0.5898232940221431
0.5901559846566982,1.095188562679435,1.095188562679435,-0.010704827203311,-0.3231123600058754,0.6372727188280952
0.5249586929718288,0.8188431216845055,0.8188431216845055,-0.028598413372255,-0.3240352721509524,0.5477370402399937
0.661542489972418,1.1957773421106468,1.1957773421106468,0.1607679565448121,-0.2407627458726157,0.5647462624262043
0.6713520381072532,1.141170833363779,1.141170833363779,-0.34493568130024,-0.1856048652460999,0.6233386520541236
0.5828708512851036,0.7620926512827348,0.7620926512827348,0.3808244801761472,-0.3988269734223579,0.6733086725656149
0.6501123240084057,0.8643875289462822,0.8643875289462822,-0.14106941600611,-0.3295936328474412,0.6955549871734372
0.7250817621979114,0.6995563935673829,0.6995563935673829,-0.0633389584027342,-0.3568858261551442,0.591534768184402
0.7208329796531431,1.0782479683687058,1.0782479683687058,0.0423884956131293,-0.2274094274640944,0.6080060919880395
0.5519849859654379,0.4713926032228884,0.4713926032228884,0.1093871127038877,-0.3449682659718535,0.6008426789465665
0.6623698355638968,0.480324474201689,0.480324474201689,0.1013571976480961,-0.2901458885846181,0.6598459384393358
0.7369533541189273,0.7869084916507951,0.7869084916507951,-0.0443035382676569,-0.146597307135978,0.6434666257155959
0.6325283458464664,0.495684798105547,0.495684798105547,0.1701417350981308,-0.5003956111591871,0.6447253900798409
0.557317015686866,0.4552438734322074,0.4552438734322074,0.097746915182751,-0.3973251554784755,0.5743349998080318
0.6521227725466989,0.3894608862431193,0.3894608862431193,0.0380373497041167,-0.3354513198607635,0.4148752308834621
0.6654493305335137,0.5277552030159606,0.5277552030159606,0.3282496879379318,-0.2581439812124046,0.5122622163954997
0.541654871335484,0.3563655923845388,0.3563655923845388,0.0131361920315908,-0.4684583671722453,0.4926224945357306
0.5249975887697893,0.199270249197737,0.199270249197737,0.0669065695697408,-0.0987580802052263,0.4721259404811966
0.5741940573774282,0.1080922610202344,0.1080922610202344,0.1304852952237958,-0.4261896837481163,0.4598521197995164
0.5858444949887851,0.0640271927538485,0.0640271927538485,0.0533336708202694,-0.489108030558809,0.5549096498000238
0.4849293158041446,0.1432745273483264,0.1432745273483264,-0.0214683382221723,-0.3162080029176573,0.4315739173731254
0.3719522165959635,-0.0350681846518784,-0.0350681846518784,-0.1533745121812464,-0.2770825774847106,0.481199410648623
0.4326560351850251,0.1014484284653028,0.1014484284653028,0.2214453214480998,-0.211611960468481,0.5266792688608685
0.4462459282568964,0.0184836137012976,0.0184836137012976,-0.2131574634867664,-0.6041435064412031,0.6166885908917399
0.3115360331327163,0.0009931644624827,0.0009931644624827,0.0083584521863535,-0.2300030211358162,0.5028348717173774
